TRIAL,kobert_train,kobert_test,kobert_y,weight_1,percentile,threshold,PCA_dim,iterations,depth,learning_rate,l2_leaf_reg,loss_function,grow_policy,bootstrap_type,early_stopping_rounds,f1_score,precision,recall,accuracy_0,accuracy_1,weight_0
2116,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,600,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8235294117647058,0.7,1.0,0.03076923076923077,1.0,
2117,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.58,55,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.6,0.7281553398058253,0.5102040816326531,0.5692307692307692,0.5102040816326531,
2118,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.44,-1,500,7,0.03,3.0,CrossEntropy,SymmetricTree,Bernoulli,30,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2119,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.828169014084507,0.7067307692307693,1.0,0.06153846153846154,1.0,
2120,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,31,600,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8135593220338984,0.6956521739130435,0.9795918367346939,0.03076923076923077,0.9795918367346939,
2121,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.42,51,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2122,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,47,500,9,0.01,3.0,CrossEntropy,Depthwise,Bayesian,30,0.8081395348837209,0.7055837563451777,0.9455782312925171,0.1076923076923077,0.9455782312925171,
2123,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,43,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8192090395480226,0.7004830917874396,0.9863945578231292,0.046153846153846156,0.9863945578231292,
2124,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.56,51,1000,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.0,0.0,0.0,1.0,0.0,
2125,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8202247191011236,0.6985645933014354,0.9931972789115646,0.03076923076923077,0.9931972789115646,
2126,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,7,600,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646,
2127,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.52,3,500,9,0.05,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.0,0.0,0.0,1.0,0.0,
2128,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,27,500,9,0.1,3.0,CrossEntropy,SymmetricTree,Bayesian,50,0.8252148997134671,0.7128712871287128,0.9795918367346939,0.1076923076923077,0.9795918367346939,
2129,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,47,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8135593220338984,0.6956521739130435,0.9795918367346939,0.03076923076923077,0.9795918367346939,
2130,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.45,51,500,9,0.02,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2131,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,39,600,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8158640226628895,0.6990291262135923,0.9795918367346939,0.046153846153846156,0.9795918367346939,
2132,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.41,51,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2133,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.4,15,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2134,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,500,6,0.09,3.0,CrossEntropy,SymmetricTree,Bayesian,50,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0,
2135,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.6,35,600,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.0,0.0,0.0,1.0,0.0,
2136,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.47,59,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2137,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,47,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bernoulli,30,0.8123249299719888,0.6904761904761905,0.9863945578231292,0.0,0.9863945578231292,
2138,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,55,1000,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8248587570621468,0.7053140096618358,0.9931972789115646,0.06153846153846154,0.9931972789115646,
2139,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.59,51,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.0,0.0,0.0,1.0,0.0,
2140,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.51,51,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8135593220338984,0.6956521739130435,0.9795918367346939,0.03076923076923077,0.9795918367346939,
2141,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,500,7,0.03,3.0,CrossEntropy,Depthwise,Bayesian,50,0.8126801152737753,0.705,0.9591836734693877,0.09230769230769231,0.9591836734693877,
2142,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,600,9,0.1,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.828169014084507,0.7067307692307693,1.0,0.06153846153846154,1.0,
2143,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.54,-1,500,9,0.05,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.7761194029850746,0.6914893617021277,0.8843537414965986,0.1076923076923077,0.8843537414965986,
2144,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,47,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8169014084507042,0.6971153846153846,0.9863945578231292,0.03076923076923077,0.9863945578231292,
2145,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,7,600,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646,
2146,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8248587570621468,0.7053140096618358,0.9931972789115646,0.06153846153846154,0.9931972789115646,
2147,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,43,500,9,0.02,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646,
2148,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,31,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,50,0.8248587570621468,0.7053140096618358,0.9931972789115646,0.06153846153846154,0.9931972789115646,
2149,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,3,1000,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0,
2150,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.53,27,700,9,0.09,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.7794561933534743,0.7010869565217391,0.8775510204081632,0.15384615384615385,0.8775510204081632,
2151,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.57,51,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.13836477987421383,0.9166666666666666,0.07482993197278912,0.9846153846153847,0.07482993197278912,
2152,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,47,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8169014084507042,0.6971153846153846,0.9863945578231292,0.03076923076923077,0.9863945578231292,
2153,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,39,600,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8192090395480226,0.7004830917874396,0.9863945578231292,0.046153846153846156,0.9863945578231292,
2154,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.43,51,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2155,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,15,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bernoulli,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2156,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.55,35,600,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.7848837209302325,0.6852791878172588,0.9183673469387755,0.046153846153846156,0.9183673469387755,
2157,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8258426966292135,0.7033492822966507,1.0,0.046153846153846156,1.0,
2158,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,500,6,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8123249299719888,0.6904761904761905,0.9863945578231292,0.0,0.9863945578231292,
2159,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,55,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8169014084507042,0.6971153846153846,0.9863945578231292,0.03076923076923077,0.9863945578231292,
2160,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.58,47,500,9,0.1,3.0,CrossEntropy,Depthwise,Bayesian,30,0.7724550898203593,0.6898395721925134,0.8775510204081632,0.1076923076923077,0.8775510204081632,
2161,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,700,9,0.04,3.0,CrossEntropy,SymmetricTree,Bayesian,50,0.8238636363636364,0.7073170731707317,0.9863945578231292,0.07692307692307693,0.9863945578231292,
2162,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.42,51,600,9,0.05,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0,
2163,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,59,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8158640226628895,0.6990291262135923,0.9795918367346939,0.046153846153846156,0.9795918367346939,
2164,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.45,51,500,7,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2165,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,31,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8218390804597702,0.7114427860696517,0.9727891156462585,0.1076923076923077,0.9727891156462585,
2166,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.49,-1,1000,9,0.04,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8056338028169014,0.6875,0.9727891156462585,0.0,0.9727891156462585,
2167,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,47,700,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8158640226628895,0.6990291262135923,0.9795918367346939,0.046153846153846156,0.9795918367346939,
2168,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.56,51,600,9,0.02,3.0,CrossEntropy,SymmetricTree,Bayesian,50,0.0,0.0,0.0,1.0,0.0,
2169,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,7,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646,
2170,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.44,51,500,9,0.09,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2171,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,43,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8135593220338984,0.6956521739130435,0.9795918367346939,0.03076923076923077,0.9795918367346939,
2172,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,27,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8101983002832861,0.6941747572815534,0.9727891156462585,0.03076923076923077,0.9727891156462585,
2173,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.52,3,600,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.0,0.0,0.0,1.0,0.0,
2174,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.41,51,500,9,0.04,3.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2175,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.4,47,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,50,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2176,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,15,700,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8235294117647058,0.7,1.0,0.03076923076923077,1.0,
2177,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.6,51,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.0,0.0,0.0,1.0,0.0,
2178,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,39,600,9,0.04,3.0,CrossEntropy,Depthwise,Bayesian,10,0.7888198757763976,0.7257142857142858,0.8639455782312925,0.26153846153846155,0.8639455782312925,
2179,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,500,9,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8225352112676056,0.7019230769230769,0.9931972789115646,0.046153846153846156,0.9931972789115646,
2180,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.51,35,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8011363636363636,0.6878048780487804,0.9591836734693877,0.015384615384615385,0.9591836734693877,
2181,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.47,59,1000,9,0.1,3.0,CrossEntropy,SymmetricTree,Bayesian,50,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0,
2182,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,55,500,6,0.03,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0,
2183,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,51,700,9,0.05,3.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8169014084507042,0.6971153846153846,0.9863945578231292,0.03076923076923077,0.9863945578231292,
2184,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.59,63,500,9,0.01,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.0,0.0,0.0,1.0,0.0,
2185,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,0.5,47,600,9,0.04,3.0,CrossEntropy,SymmetricTree,Bayesian,30,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646,
